ID,Original platform,Original name,Result,Final platform,Final name,Changed fields,Notes,Sources
8ef9ec5d-fdd8-4d83-ab67-564f47b1909c,Squarespace,RecentRedirect,Verified unchanged,Squarespace,RecentRedirect,,"Name, purpose, category, domain scope, retention and wildcard checked against the cited source.",https://support.squarespace.com/hc/en-us/articles/360001264507-The-cookies-Squarespace-uses
f16549c6-3681-4ca2-afd4-2dc4a08f098d,Squarespace,squarespace-announcement-bar,Corrected,Squarespace,squarespace-announcement-bar,Description,Identify localStorage rather than an HTTP cookie.,https://support.squarespace.com/hc/en-us/articles/360001264507-The-cookies-Squarespace-uses
08c16eb9-c257-414b-8035-be952ac8624a,Squarespace,squarespace-popup-overlay,Corrected,Squarespace,squarespace-popup-overlay,Description,Identify localStorage rather than an HTTP cookie.,https://support.squarespace.com/hc/en-us/articles/360001264507-The-cookies-Squarespace-uses
5d37cce3-ba92-4f54-8743-47ace5a91e3d,Squarespace,squarespace-likes,Corrected,Squarespace,squarespace-likes,Description,Identify localStorage rather than an HTTP cookie.,https://support.squarespace.com/hc/en-us/articles/360001264507-The-cookies-Squarespace-uses
7062918e-9003-4c6d-854d-bee8fab18b79,Squarespace,ss_sd,Verified unchanged,Squarespace,ss_sd,,"Name, purpose, category, domain scope, retention and wildcard checked against the cited source.",https://support.squarespace.com/hc/en-us/articles/360001264507-The-cookies-Squarespace-uses
7bfd7b44-8610-42fe-baf5-c62e2438d8eb,Squarespace,Test,Verified unchanged,Squarespace,Test,,"Name, purpose, category, domain scope, retention and wildcard checked against the cited source.",https://support.squarespace.com/hc/en-us/articles/360001264507-The-cookies-Squarespace-uses
95a8876a-216d-41b9-be39-4ec8d267454f,Squarespace,ss_performancecookiesAllowed,Verified unchanged,Squarespace,ss_performancecookiesAllowed,,"Name, purpose, category, domain scope, retention and wildcard checked against the cited source.",https://support.squarespace.com/hc/en-us/articles/360001264507-The-cookies-Squarespace-uses
ba32c322-47b1-4843-82e9-036daa3fd984,Squarespace,ss_marketingcookiesAllowed,Verified unchanged,Squarespace,ss_marketingcookiesAllowed,,"Name, purpose, category, domain scope, retention and wildcard checked against the cited source.",https://support.squarespace.com/hc/en-us/articles/360001264507-The-cookies-Squarespace-uses
9698c45d-5065-4287-944e-67da187eda02,Squarespace,squarespace-video-player-options,Corrected,Squarespace,squarespace-video-player-options,Description,Identify localStorage rather than an HTTP cookie.,https://support.squarespace.com/hc/en-us/articles/360001264507-The-cookies-Squarespace-uses
c52c28ba-54cd-4c76-87c4-a9b3d4e23837,Squarespace,ss_cid,Verified unchanged,Squarespace,ss_cid,,"Name, purpose, category, domain scope, retention and wildcard checked against the cited source.",https://support.squarespace.com/hc/en-us/articles/360001264507-The-cookies-Squarespace-uses
307ee7de-8487-4f89-9eaa-03437ea0370a,Squarespace,ss_cpvisit,Verified unchanged,Squarespace,ss_cpvisit,,"Name, purpose, category, domain scope, retention and wildcard checked against the cited source.",https://support.squarespace.com/hc/en-us/articles/360001264507-The-cookies-Squarespace-uses
af959b9a-f727-4346-b4de-a2d41d19258d,Squarespace,ss_cvr,Verified unchanged,Squarespace,ss_cvr,,"Name, purpose, category, domain scope, retention and wildcard checked against the cited source.",https://support.squarespace.com/hc/en-us/articles/360001264507-The-cookies-Squarespace-uses
810455ed-422e-426f-97f5-b40cdb4b62e3,Squarespace,ss_cvisit,Verified unchanged,Squarespace,ss_cvisit,,"Name, purpose, category, domain scope, retention and wildcard checked against the cited source.",https://support.squarespace.com/hc/en-us/articles/360001264507-The-cookies-Squarespace-uses
5fdd4239-2f71-411c-8720-094a0327845d,Squarespace,ss_cvt,Verified unchanged,Squarespace,ss_cvt,,"Name, purpose, category, domain scope, retention and wildcard checked against the cited source.",https://support.squarespace.com/hc/en-us/articles/360001264507-The-cookies-Squarespace-uses
c631b5f5-0dbd-4a74-abc8-ac58198a99e3,Acuity Scheduling,_acloggedin,Corrected,Acuity Scheduling,_acloggedin,Retention period,"Vendor lists the fixed date January 1, 2025; this is not evidence of a current persistent lifetime.",https://support.squarespace.com/hc/en-us/articles/360001264507-The-cookies-Squarespace-uses
d29ad218-b62e-4d57-bcbb-bf12bbf63f38,Acuity Scheduling,_client_acloggedin,Corrected,Acuity Scheduling,_client_acloggedin,Retention period,"Vendor lists the fixed date January 1, 2025; this is not evidence of a current persistent lifetime.",https://support.squarespace.com/hc/en-us/articles/360001264507-The-cookies-Squarespace-uses
652898b7-1ed4-4dc4-a264-8b1075026924,Acuity Scheduling,ACUITY_CART,Corrected,Acuity Scheduling,ACUITY_CART,Description,Vendor identifies this as localStorage with no expiration.,https://support.squarespace.com/hc/en-us/articles/360001264507-The-cookies-Squarespace-uses
73e42724-588b-4463-93f5-3d421ee33cf1,Acuity Scheduling,clientUser,Verified unchanged,Acuity Scheduling,clientUser,,"Name, purpose, category, domain scope, retention and wildcard checked against the cited source.",https://support.squarespace.com/hc/en-us/articles/360001264507-The-cookies-Squarespace-uses
90097e76-f814-4683-84b1-9f6ef2847f94,Acuity Scheduling,client_username,Verified unchanged,Acuity Scheduling,client_username,,"Name, purpose, category, domain scope, retention and wildcard checked against the cited source.",https://support.squarespace.com/hc/en-us/articles/360001264507-The-cookies-Squarespace-uses
0ab0d25a-d206-430d-9f69-c23508378720,Acuity Scheduling,remember_client,Verified unchanged,Acuity Scheduling,remember_client,,"Name, purpose, category, domain scope, retention and wildcard checked against the cited source.",https://support.squarespace.com/hc/en-us/articles/360001264507-The-cookies-Squarespace-uses
f08b0836-8603-4dc9-ac52-d2429003222f,Acuity Scheduling,TZ,Corrected,Acuity Scheduling,TZ,Description,Vendor identifies this as localStorage.,https://support.squarespace.com/hc/en-us/articles/360001264507-The-cookies-Squarespace-uses
1e2fa77b-c75d-4c74-be28-63bc38e5e4a6,Datadog,_dd_s_v2,Corrected,Datadog,_dd_s_v2,Description; Retention period,Distinguish browser cookie retention from RUM session timeout and anonymous-user tracking.,https://docs.datadoghq.com/real_user_monitoring/application_monitoring/browser/troubleshooting/ ; https://docs.datadoghq.com/real_user_monitoring/application_monitoring/browser/advanced_configuration/ ; https://github.com/DataDog/browser-sdk/blob/a46e96e49348afe54f3f770e12aa645c438706d8/packages/browser-core/src/domain/session/storeStrategies/sessionInCookie.ts ; https://github.com/DataDog/browser-sdk/blob/a46e96e49348afe54f3f770e12aa645c438706d8/packages/browser-core/src/domain/session/sessionConstants.ts
f87cc2b9-ea46-42a4-bcfb-f76e87096194,Datadog,_dd_s,Corrected,Datadog,_dd_s,Description; Retention period,Avoid treating every pre-v7 SDK configuration as a one-year cookie.,https://docs.datadoghq.com/real_user_monitoring/application_monitoring/browser/troubleshooting/ ; https://docs.datadoghq.com/real_user_monitoring/application_monitoring/browser/advanced_configuration/ ; https://github.com/DataDog/browser-sdk/blob/a46e96e49348afe54f3f770e12aa645c438706d8/packages/browser-core/src/domain/session/storeStrategies/sessionInCookie.ts ; https://github.com/DataDog/browser-sdk/blob/a46e96e49348afe54f3f770e12aa645c438706d8/packages/browser-core/src/domain/session/sessionConstants.ts
c70b82f2-f76a-46e9-9da6-eb04025161ed,Datadog,_dd_cookie_test,Corrected,Datadog,dd_cookie_test_,Cookie / Data Key name; Description; Retention period; Wildcard match,Use the cookie-support test prefix confirmed in Datadog source.,https://docs.datadoghq.com/real_user_monitoring/application_monitoring/browser/troubleshooting/ ; https://docs.datadoghq.com/real_user_monitoring/application_monitoring/browser/advanced_configuration/ ; https://github.com/DataDog/browser-sdk/blob/a46e96e49348afe54f3f770e12aa645c438706d8/packages/browser-core/src/domain/session/storeStrategies/sessionInCookie.ts ; https://github.com/DataDog/browser-sdk/blob/a46e96e49348afe54f3f770e12aa645c438706d8/packages/browser-core/src/domain/session/sessionConstants.ts ; https://github.com/DataDog/browser-sdk/blob/a46e96e49348afe54f3f770e12aa645c438706d8/packages/browser-core/src/browser/cookieAccess.ts
748eed36-980b-4853-af94-7cfcf5609f2b,Datadog,_dd_site_test,Corrected,Datadog,dd_site_test_,Cookie / Data Key name; Description; Retention period; Wildcard match,Use the domain-test prefix confirmed in Datadog source.,https://docs.datadoghq.com/real_user_monitoring/application_monitoring/browser/troubleshooting/ ; https://docs.datadoghq.com/real_user_monitoring/application_monitoring/browser/advanced_configuration/ ; https://github.com/DataDog/browser-sdk/blob/a46e96e49348afe54f3f770e12aa645c438706d8/packages/browser-core/src/domain/session/storeStrategies/sessionInCookie.ts ; https://github.com/DataDog/browser-sdk/blob/a46e96e49348afe54f3f770e12aa645c438706d8/packages/browser-core/src/domain/session/sessionConstants.ts ; https://github.com/DataDog/browser-sdk/blob/a46e96e49348afe54f3f770e12aa645c438706d8/packages/browser-core/src/browser/cookie.ts
ad6d4482-bb81-42a4-9548-750dfb834e98,Pendo,_pendo_visitorId.,Verified unchanged,Pendo,_pendo_visitorId.,,"Name, purpose, category, domain scope, retention and wildcard checked against the cited source.",https://support.pendo.io/hc/en-us/articles/360041032971-Cookies-and-local-storage
3eafff4c-275e-46e6-9373-235b7bf3beaf,Pendo,_pendo_accountId.,Verified unchanged,Pendo,_pendo_accountId.,,"Name, purpose, category, domain scope, retention and wildcard checked against the cited source.",https://support.pendo.io/hc/en-us/articles/360041032971-Cookies-and-local-storage
bbc5779c-c7a6-42b0-ba1b-5f57da9cb3d7,Pendo,_pendo_meta.,Verified unchanged,Pendo,_pendo_meta.,,"Name, purpose, category, domain scope, retention and wildcard checked against the cited source.",https://support.pendo.io/hc/en-us/articles/360041032971-Cookies-and-local-storage
154d8306-8db3-4ade-983d-2170da2aa7d7,Pendo,_pendo_lastStepAdvanced.,Corrected,Pendo,_pendo_lastStepAdvanced.,Description,Use the shared documented guide-dismissal purpose without inventing distinct behavior.,https://support.pendo.io/hc/en-us/articles/360041032971-Cookies-and-local-storage
31fffa1c-7fb3-4723-a052-aac44bcf43e0,Pendo,_pendo_latestDismissedAutoAt.,Corrected,Pendo,_pendo_latestDismissedAutoAt.,Description,Use the shared documented guide-dismissal purpose without inventing distinct behavior.,https://support.pendo.io/hc/en-us/articles/360041032971-Cookies-and-local-storage
5dbb2bc0-1cd5-48e5-9f4b-3b67c666406e,Pendo,_pendo_finalDismissedAutoAt.,Corrected,Pendo,_pendo_finalDismissedAutoAt.,Description,Use the shared documented guide-dismissal purpose without inventing distinct behavior.,https://support.pendo.io/hc/en-us/articles/360041032971-Cookies-and-local-storage
28fc5876-bf80-4c78-94fd-79b08848a211,Pendo,_pendo_guides_blocked.,Corrected,Pendo,_pendo_guides_blocked.,Description; Retention period,Clarify the documented ad-blocker check and expiration conditions.,https://support.pendo.io/hc/en-us/articles/360041032971-Cookies-and-local-storage
5ff049ae-a7be-42e6-8686-2f4e8cbd99d6,Pendo,_pendo_launcher-closed.,Corrected,Pendo,_pendo_launcher-closed.,Description,Use the documented launcher behavior and avoid identifying it as the Resource Center.,https://support.pendo.io/hc/en-us/articles/360041032971-Cookies-and-local-storage
3e4d0fd4-4162-42b0-8a60-2ab16f7e1fea,Pendo,debug-enabled,Verified unchanged,Pendo,debug-enabled,,"Name, purpose, category, domain scope, retention and wildcard checked against the cited source.",https://support.pendo.io/hc/en-us/articles/360041032971-Cookies-and-local-storage
6217693f-636e-4d2a-8976-ed035478f96d,Pendo,log-enabled,Verified unchanged,Pendo,log-enabled,,"Name, purpose, category, domain scope, retention and wildcard checked against the cited source.",https://support.pendo.io/hc/en-us/articles/360041032971-Cookies-and-local-storage
b2e4bd29-2247-4d5f-81fd-36b36d25e2c4,Pendo,active-contexts,Verified unchanged,Pendo,active-contexts,,"Name, purpose, category, domain scope, retention and wildcard checked against the cited source.",https://support.pendo.io/hc/en-us/articles/360041032971-Cookies-and-local-storage
6cdee964-e86b-435a-a1bf-b9d4299dceac,Mouseflow,mf_user,Removed / consolidated,,,,"Consolidated into the mf_ family entry, including its separate purpose and 90-day lifetime.",https://help.mouseflow.com/en/articles/4282966-what-is-your-cookie-policy
c8bacfb5-3c73-4fb1-90b9-7ceac2acf2d9,Mouseflow,mf_,Corrected,Mouseflow,mf_,Description; Retention period,Consolidate mf_user and mf_<website-id> into one non-overlapping prefix rule.,https://help.mouseflow.com/en/articles/4282966-what-is-your-cookie-policy
eb22efa3-e79e-4941-a56c-34f504dd4819,PostHog,ph_,Verified unchanged,PostHog,ph_,,"Name, purpose, category, domain scope, retention and wildcard checked against the cited source.",https://posthog.com/docs/libraries/js/persistence
fddfc564-505b-4613-9519-f6cf456a161f,Smartlook,SL_C_,Corrected,Smartlook,SL_C_,Description; Retention period; Data Controller; User Privacy & GDPR Rights Portals,"The prefix also matches the temporary _DOMAIN cookie, not just 13-month identifiers. The previous privacy URL redirects to the home page; use the privacy statement linked by Smartlook, which identifies Cisco and its subsidiaries.",https://help.smartlook.com/docs/cookies-smartlook ; https://help.smartlook.com/docs/privacy-statement-full
1a6599b7-e42b-4320-bdf5-2882841071f4,Smartlook,SL_L_,Corrected,Smartlook,SL_L_,Data Controller; User Privacy & GDPR Rights Portals,"The previous privacy URL redirects to the home page; use the privacy statement linked by Smartlook, which identifies Cisco and its subsidiaries.",https://help.smartlook.com/docs/cookies-smartlook ; https://help.smartlook.com/docs/privacy-statement-full
d38ef2ce-2d2f-4e00-9577-cc9618dac3fb,Smartlook,SMARTLOOK_LS_QUEUED_CHUNKS,Corrected,Smartlook,SMARTLOOK_LS_QUEUED_CHUNKS,Description; Retention period; Data Controller; User Privacy & GDPR Rights Portals,"Vendor confirms local storage but does not specify a session-only lifetime. The previous privacy URL redirects to the home page; use the privacy statement linked by Smartlook, which identifies Cisco and its subsidiaries.",https://help.smartlook.com/docs/cookies-smartlook ; https://help.smartlook.com/docs/privacy-statement-full
c805437e-d234-4346-85bf-0054dd24b071,33Across,33x_b,Corrected,33Across,33x_b,Domain,Restore the documented third-party domain.,https://www.linkedin.com/legal/l/cookie-table
54c8afac-fd14-4ca0-9782-22b652970380,Adobe Analytics,gpv_pn,Corrected,Adobe Analytics,gpv_pn,Description; Retention period,"Adobe documents a 30-minute inactivity timeout for getPreviousValue, not six months.",https://www.linkedin.com/legal/l/cookie-table ; https://experienceleague.adobe.com/en/docs/analytics/implementation/vars/plugins/getpreviousvalue ; https://experienceleague.adobe.com/en/docs/analytics/implementation/vars/functions/doplugins
eda57359-3178-4a1f-9c13-27f7f9899eea,Adobe Analytics,s_ips,Corrected,Adobe Analytics,s_ips,Description,Use the documented getPercentPageViewed purpose.,https://www.linkedin.com/legal/l/cookie-table ; https://experienceleague.adobe.com/en/docs/analytics/implementation/vars/plugins/getpercentpageviewed
8363a97f-ef5d-4fb2-b773-c803bfae19b7,Adobe Analytics,s_plt,Corrected,Adobe Analytics,s_plt,Domain,Scope the lifetime taken from LinkedIn's cookie table to that documented deployment.,https://www.linkedin.com/legal/l/cookie-table
507524fd-fcb6-4d55-93ca-44ec88bb3f02,Adobe Analytics,s_pltp,Corrected,Adobe Analytics,s_pltp,Domain,Scope the lifetime taken from LinkedIn's cookie table to that documented deployment.,https://www.linkedin.com/legal/l/cookie-table
4dffeea3-ec33-48ae-bb83-50ff92a1127b,Adobe Analytics,s_tslv,Corrected,Adobe Analytics,s_tslv,Domain; Description,Scope the lifetime taken from LinkedIn's cookie table to that documented deployment. The cookie supports elapsed-time calculation; avoid claiming it stores the elapsed interval itself.,https://www.linkedin.com/legal/l/cookie-table
4fd4d457-bd92-43e3-ac6e-d17df6045212,Adobe Experience Platform,aep-segments-membership,Corrected,Adobe Experience Platform,aep-segments-membership,Retention period,The source does not publish a lifetime.,https://experienceleague.adobe.com/en/docs/commerce-admin/start/compliance/privacy/compliance-cookie-law
68121140-1f76-4a66-9395-44d190104bb3,Adobe Experience Platform,com.adobe.alloy.getTld,Corrected,Adobe Experience Platform,com.adobe.alloy.getTld,Retention period,The source identifies domain detection but does not publish a session lifetime.,https://experienceleague.adobe.com/en/docs/commerce-admin/start/compliance/privacy/compliance-cookie-law
f4797d5d-9e04-4f35-846e-4d224769112b,Akamai,akloc,Corrected,Akamai,akloc,Category,Source describes non-essential location-based content delivery.,https://www.linkedin.com/legal/l/cookie-table
f4b88804-4da6-47bc-8051-46e5e0828209,Amazon CloudFront,cloudfront-key-pair-id,Corrected,Amazon CloudFront,CloudFront-Key-Pair-Id,Cookie / Data Key name; Description; Retention period,Use AWS's case-sensitive cookie name and deployment-configurable lifetime instead of the lower-case integration-table spelling.,https://docs.aws.amazon.com/AmazonCloudFront/latest/DeveloperGuide/private-content-setting-signed-cookie-custom-policy.html
2f201f6d-be76-4937-8f99-c6f6a27f9560,Amazon CloudFront,cloudfront-policy,Corrected,Amazon CloudFront,CloudFront-Policy,Cookie / Data Key name; Description; Retention period,Use AWS's case-sensitive cookie name and deployment-configurable lifetime instead of the lower-case integration-table spelling.,https://docs.aws.amazon.com/AmazonCloudFront/latest/DeveloperGuide/private-content-setting-signed-cookie-custom-policy.html
df5eb7f9-3613-4a7c-982e-67505fa6e35c,Amazon CloudFront,cloudfront-signature,Corrected,Amazon CloudFront,CloudFront-Signature,Cookie / Data Key name; Description; Retention period,Use AWS's case-sensitive cookie name and deployment-configurable lifetime instead of the lower-case integration-table spelling.,https://docs.aws.amazon.com/AmazonCloudFront/latest/DeveloperGuide/private-content-setting-signed-cookie-custom-policy.html
3901f069-cddd-4b66-87f8-7aa530e3fb48,ASP.net,_RequestVerificationToken,Corrected,Microsoft Forms,_RequestVerificationToken,Platform; Domain; Description,Microsoft and LinkedIn both document the single-underscore name. Scope it to Microsoft Forms instead of conflating it with ASP.NET's __RequestVerificationToken.,https://www.linkedin.com/legal/l/cookie-table ; https://www.microsoft.com/en-gb/privacy/privacystatement
2d9b5295-5226-4d06-b969-169d8a3406d9,BigCommerce,authjs.anonymous-session-token,Corrected,BigCommerce,authjs.anonymous-session-token,Description; Data Controller; User Privacy & GDPR Rights Portals,Avoid claiming a particular JWT signing mechanism when the source only specifies a JWT. Use the current Commerce.com privacy notice and provider identity reached from BigCommerce's policy.,https://docs.bigcommerce.com/developer/docs/storefront/catalyst/features/cookies ; https://www.commerce.com/privacy/
c4ab89bf-97af-4609-aaec-651cf322d7e6,BigCommerce,authjs.session-token,Removed / consolidated,,,,Same Auth.js cookie implementation and unspecific first-party scope as the Auth.js entry; retain the library entry once.,https://docs.bigcommerce.com/developer/docs/storefront/catalyst/features/cookies
346e7ad5-e0d7-478a-a833-e846bcc86ff9,BigCommerce,c15t-consent,Corrected,BigCommerce,c15t-consent,Data Controller; User Privacy & GDPR Rights Portals,Use the current Commerce.com privacy notice and provider identity reached from BigCommerce's policy.,https://docs.bigcommerce.com/developer/docs/storefront/catalyst/features/cookies ; https://www.commerce.com/privacy/
7e43d53c-a1c0-4bf8-8925-4b76334fce81,BigCommerce,catalyst.visitId,Corrected,BigCommerce,catalyst.visitId,Data Controller; User Privacy & GDPR Rights Portals,Use the current Commerce.com privacy notice and provider identity reached from BigCommerce's policy.,https://docs.bigcommerce.com/developer/docs/storefront/catalyst/features/cookies ; https://www.commerce.com/privacy/
b1b797d5-c34c-455a-8a5b-a38b5f8f093e,BigCommerce,catalyst.visitorId,Corrected,BigCommerce,catalyst.visitorId,Data Controller; User Privacy & GDPR Rights Portals,Use the current Commerce.com privacy notice and provider identity reached from BigCommerce's policy.,https://docs.bigcommerce.com/developer/docs/storefront/catalyst/features/cookies ; https://www.commerce.com/privacy/
83652cec-75bc-4480-858b-f12fbb6ca65d,BigCommerce,currencyCode,Corrected,BigCommerce,currencyCode,Data Controller; User Privacy & GDPR Rights Portals,Use the current Commerce.com privacy notice and provider identity reached from BigCommerce's policy.,https://docs.bigcommerce.com/developer/docs/storefront/catalyst/features/cookies ; https://www.commerce.com/privacy/
1e9fdbd5-7b26-41a1-b9d8-4033d03b57b4,FreeWheel,_uid,Corrected,FreeWheel,_uid,Domain,Restore the documented third-party domain.,https://www.linkedin.com/legal/l/cookie-table
4fe34e28-9069-4148-add1-a0794259f024,FreeWheel,uid-bp-41393,Removed / consolidated,,,,Already covered by the base database's FreeWheel uid-bp- wildcard on stickyadstv.com.,https://www.linkedin.com/legal/l/cookie-table
aeffbe9b-14c9-47f1-be3d-9dcd9f5e73dc,Gainsight PX,apt.sid,Corrected,Gainsight PX,apt.sid,Retention period; User Privacy & GDPR Rights Portals,Use Gainsight's explicit rolling session expiration. Use Gainsight's verified canonical privacy-policy URL.,https://support.gainsight.com/PX/Install_PX/Install_PX_Web/Analytics_Cookies ; https://www.gainsight.com/policy/privacy/
7bbe4f7c-25fe-4d3e-bc30-b6acc6f084eb,Gainsight PX,apt.uid,Corrected,Gainsight PX,apt.uid,Retention period; User Privacy & GDPR Rights Portals,Use Gainsight's explicit visitor-cookie expiration. Use Gainsight's verified canonical privacy-policy URL.,https://support.gainsight.com/PX/Install_PX/Install_PX_Web/Analytics_Cookies ; https://www.gainsight.com/policy/privacy/
51639651-b0fd-4e3a-8d87-d9703f521385,Google,__Secure-YENID,Corrected,Google,__Secure-YENID,Category; Domain; Description,"Google documents preferences, service diagnostics, abuse prevention and analytics, and specifically identifies __Secure-YEC as its predecessor.",https://policies.google.com/technologies/cookies?hl=en-US ; https://www.linkedin.com/legal/l/cookie-table
61f2b0c5-6076-42b4-b060-58b088e22c14,Google,g_state,Verified unchanged,Google,g_state,,"Name, purpose, category, domain scope, retention and wildcard checked against the cited source.",https://policies.google.com/technologies/cookies?hl=en-US ; https://www.linkedin.com/legal/l/cookie-table
d232f73f-4e56-412e-a74e-72e85a4b6bc6,HubSpot,__hmpl,Corrected,HubSpot,__hmpl,Description; Retention period,"This is session or local storage according to consent, not necessarily a session cookie.",https://knowledge.hubspot.com/privacy-and-consent/what-cookies-does-hubspot-set-in-a-visitor-s-browser
7a9c371e-69f0-45c9-9e82-4a13de2a44aa,HubSpot,__Host-hs-membership-csrf,Verified unchanged,HubSpot,__Host-hs-membership-csrf,,"Name, purpose, category, domain scope, retention and wildcard checked against the cited source.",https://knowledge.hubspot.com/privacy-and-consent/what-cookies-does-hubspot-set-in-a-visitor-s-browser
77dcbc8b-6021-4b31-b52b-87da6897bf01,HubSpot,hs-membership-logout-referer,Corrected,HubSpot,hs-membership-logout-referer,Description; Retention period,Include the documented earlier expiration on login.,https://knowledge.hubspot.com/privacy-and-consent/what-cookies-does-hubspot-set-in-a-visitor-s-browser
d0bd0b58-3182-456f-9d14-0d449a064f4f,HubSpot,hs.superstore.laboratory.,Corrected,HubSpot,hs.superstore.laboratory.,Description; Retention period,"The source says expiration is experiment-specific and often, rather than always, 48 hours.",https://knowledge.hubspot.com/privacy-and-consent/what-cookies-does-hubspot-set-in-a-visitor-s-browser
3c3ece33-97db-4ae0-81eb-cd43e949781b,HubSpot,hublytics_events_53,Corrected,HubSpot,hublytics_events_53,Description; Retention period,"This is session or local storage according to consent, not necessarily a session cookie.",https://knowledge.hubspot.com/privacy-and-consent/what-cookies-does-hubspot-set-in-a-visitor-s-browser
0bad067a-6711-4f0a-b777-ed9b8e739d73,LinkedIn,__ssid,Corrected,Sift,__ssid,Platform; Domain; Description; Data Controller; User Privacy & GDPR Rights Portals,Restore the documented domain so common names are not treated as generic first-party cookies. Correct provider attribution from LinkedIn to Sift. Use the source-supported purpose and product scope.,https://www.linkedin.com/legal/l/cookie-table
bf22ce0b-d431-499a-8d24-9dd109aad3fd,LinkedIn,_cap_profile,Corrected,LinkedIn,_cap_profile,Domain,Restore the documented domain so common names are not treated as generic first-party cookies.,https://www.linkedin.com/legal/l/cookie-table
12dfcb57-26bd-48c2-8fc7-8888e6df1914,LinkedIn,_cb,Corrected,Gainsight,_cb,Platform; Domain; Description; Data Controller; User Privacy & GDPR Rights Portals,Restore the documented domain so common names are not treated as generic first-party cookies. Correct provider attribution from LinkedIn to Gainsight. Use the source-supported purpose and product scope.,https://www.linkedin.com/legal/l/cookie-table
361b9d24-6cef-4f91-8f79-58c6075235ad,LinkedIn,_locale,Corrected,Gainsight,_locale,Platform; Domain; Description; Data Controller; User Privacy & GDPR Rights Portals,Restore the documented domain so common names are not treated as generic first-party cookies. Correct provider attribution from LinkedIn to Gainsight. Use the source-supported purpose and product scope.,https://www.linkedin.com/legal/l/cookie-table
7e7b2ea8-a0e6-4008-a1dd-9d7a04572684,LinkedIn,_s_attr,Corrected,Gainsight,_s_attr,Platform; Domain; Description; Data Controller; User Privacy & GDPR Rights Portals,Restore the documented domain so common names are not treated as generic first-party cookies. Correct provider attribution from LinkedIn to Gainsight. Use the source-supported purpose and product scope.,https://www.linkedin.com/legal/l/cookie-table
5fdc4b64-0270-4b71-9172-e1d972d0740d,LinkedIn,cap_force_desktop,Corrected,LinkedIn,cap_force_desktop,Domain,Restore the documented domain so common names are not treated as generic first-party cookies.,https://www.linkedin.com/legal/l/cookie-table
